file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6350(iou_0.00).bmp,6101,2891,164,183320,180085,1.764674
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6351(iou_0.00).bmp,6102,633,93,124819,125373,14778794560716800.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6352(iou_0.00).bmp,6103,816,106,166943,167847,11049725713186816.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6354(iou_0.00).bmp,6104,4563,200,184486,185317,9998994176475136.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6355(iou_0.00).bmp,6105,132,31,23947,23816,0.547041
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6356(iou_0.00).bmp,6106,228,48,33215,33469,55537388880920576.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6358(iou_0.00).bmp,6107,3326,153,190708,190832,9672768861765632.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6359(iou_0.00).bmp,6108,430,73,102765,102875,17950415307931648.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6360(iou_0.00).bmp,6109,450,86,139368,139154,0.153550
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6362(iou_0.00).bmp,6110,1832,82,143269,142601,0.466256
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6363(iou_0.00).bmp,6111,110,19,22896,22781,0.502271
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6364(iou_0.00).bmp,6112,112,28,26738,26501,0.886379
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6365(iou_0.00).bmp,6113,90,32,4976,4974,0.040193
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6366(iou_0.00).bmp,6114,1141,177,185900,185683,0.116729
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6367(iou_0.00).bmp,6115,4003,126,155519,154577,0.605714
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6368(iou_0.00).bmp,6116,348,67,94801,94843,19458385841750016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6369(iou_0.00).bmp,6117,364,64,109370,109401,16866365562421248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6370(iou_0.00).bmp,6118,144,34,6325,6260,1.027668
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6371(iou_0.00).bmp,6119,2192,107,172619,167315,3.072663
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6372(iou_0.00).bmp,6120,300,52,52116,52121,35395549188325376.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6373(iou_0.00).bmp,6121,267,49,61418,61544,30034751398084608.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6374(iou_0.00).bmp,6122,146,35,7163,6989,2.429150
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6375(iou_0.00).bmp,6123,1649,144,179742,174628,2.845189
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6376(iou_0.00).bmp,6124,248,61,59694,59758,30902173730603008.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6377(iou_0.00).bmp,6125,309,64,65647,65477,0.258961
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6378(iou_0.00).bmp,6126,121,25,4836,4744,1.902399
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6379(iou_0.00).bmp,6127,4186,195,176617,176560,0.032273
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6380(iou_0.00).bmp,6128,504,110,110149,110277,16747082509451264.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6381(iou_0.00).bmp,6129,459,99,119356,119394,15455229361258496.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6382(iou_0.00).bmp,6130,82,24,4337,4225,2.582430
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6383(iou_0.00).bmp,6131,4495,187,172551,171087,0.848445
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6384(iou_0.00).bmp,6132,492,61,57723,57394,0.569963
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6385(iou_0.00).bmp,6133,630,74,76820,76763,0.074199
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6386(iou_0.00).bmp,6134,132,31,4672,4616,1.198630
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6387(iou_0.00).bmp,6135,2041,134,122773,122364,0.333135
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6388(iou_0.00).bmp,6136,1158,104,98850,100790,18661349433278464.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6389(iou_0.00).bmp,6137,1286,89,113879,116400,16198547540017152.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6390(iou_0.00).bmp,6138,46,14,2294,2259,1.525719
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6391(iou_0.00).bmp,6139,2558,152,176910,177891,10427191678468096.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6392(iou_0.00).bmp,6140,548,91,137822,137634,0.136408
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6393(iou_0.00).bmp,6141,493,73,82825,82939,22271952345366528.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6394(iou_0.00).bmp,6142,701,97,113233,113367,16290961277583360.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6395(iou_0.00).bmp,6143,105,26,3662,3561,2.758056
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6396(iou_0.00).bmp,6144,4119,139,146651,145461,0.811450
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6397(iou_0.00).bmp,6145,114,18,25503,25172,1.297886
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6398(iou_0.00).bmp,6146,560,106,150905,151131,12224077146095616.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6399(iou_0.00).bmp,6147,155,31,32446,32399,0.144856
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6400(iou_0.00).bmp,6148,107,25,4493,4379,2.537280
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6401(iou_0.00).bmp,6149,4449,223,182067,180889,0.647015
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6402(iou_0.00).bmp,6150,247,43,44726,44618,0.241470
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6403(iou_0.00).bmp,6151,203,51,53175,53181,34690633385902080.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6404(iou_0.00).bmp,6152,82,26,3157,3104,1.678809
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6405(iou_0.00).bmp,6153,1789,158,183733,186175,10039973533188096.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6406(iou_0.00).bmp,6154,146,33,7018,6957,0.869193
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6407(iou_0.00).bmp,6155,419,94,93404,93058,0.370434
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6408(iou_0.00).bmp,6156,469,108,111306,110820,0.436634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6409(iou_0.00).bmp,6157,130,31,4144,4081,1.520270
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6410(iou_0.00).bmp,6158,1227,159,173341,174486,10641882061209600.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6411(iou_0.00).bmp,6159,3186,151,177340,178775,10401908279738368.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6412(iou_0.00).bmp,6160,245,75,40719,40624,0.233306
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6413(iou_0.00).bmp,6161,301,78,54042,54049,34134089376202752.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6414(iou_0.00).bmp,6162,68,22,2604,2548,2.150538
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6415(iou_0.00).bmp,6163,1077,181,177372,176890,0.271745
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6416(iou_0.00).bmp,6164,380,50,59742,59762,30877346672148480.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6417(iou_0.00).bmp,6165,446,62,83734,83636,0.117037
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6418(iou_0.00).bmp,6166,72,21,1851,1796,2.971367
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6419(iou_0.00).bmp,6167,439,47,17362,17560,106247810046754816.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6420(iou_0.00).bmp,6168,3242,165,190529,187035,1.833842
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6421(iou_0.00).bmp,6169,680,94,145396,146040,12687243198070784.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6422(iou_0.00).bmp,6170,675,88,135724,136566,13591364952391680.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6423(iou_0.00).bmp,6171,309,37,12091,11968,1.017286
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6424(iou_0.00).bmp,6172,4636,206,187461,187080,0.203242
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6425(iou_0.00).bmp,6173,104,15,28093,28224,65663135058493440.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6426(iou_0.00).bmp,6174,153,34,27249,27234,0.055048
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6427(iou_0.00).bmp,6175,91,8,3651,3630,0.575185
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6428(iou_0.00).bmp,6176,3409,157,212509,212946,8680453175246848.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6429(iou_0.00).bmp,6177,543,94,136341,136271,0.051342
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6430(iou_0.00).bmp,6178,501,106,121239,121131,0.089080
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6431(iou_0.00).bmp,6179,258,30,9243,9277,199575293315252224.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6432(iou_0.00).bmp,6180,1494,54,113571,112889,0.600505
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6433(iou_0.00).bmp,6181,82,18,19450,19478,94841871557197824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6434(iou_0.00).bmp,6182,45,12,14162,14089,0.515464
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6435(iou_0.00).bmp,6183,108,18,12644,12366,2.198671
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6436(iou_0.00).bmp,6184,99,19,10076,10211,183076056188583936.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6437(iou_0.00).bmp,6185,240,53,17886,17760,0.704462
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6438(iou_0.00).bmp,6186,1218,201,176964,176435,0.298931
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6439(iou_0.00).bmp,6187,4017,143,157690,156971,0.455958
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6440(iou_0.00).bmp,6188,307,58,103371,103559,17845183240470528.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6441(iou_0.00).bmp,6189,283,51,79449,79582,23218346241556480.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6442(iou_0.00).bmp,6190,347,50,16322,16209,0.692317
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6443(iou_0.00).bmp,6191,2247,135,174016,169171,2.784227
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6444(iou_0.00).bmp,6192,312,52,63378,63060,0.501751
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6445(iou_0.00).bmp,6193,224,42,50202,50306,36745038650146816.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6446(iou_0.00).bmp,6194,310,53,21415,20988,1.993930
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6447(iou_0.00).bmp,6195,1985,161,190920,187059,2.022313
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6448(iou_0.00).bmp,6196,261,70,72455,72412,0.059347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6449(iou_0.00).bmp,6197,263,54,53536,53426,0.205469
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6450(iou_0.00).bmp,6198,360,35,15309,15367,120496071993458688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6451(iou_0.00).bmp,6199,4426,215,178835,179666,10314951298121728.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6452(iou_0.00).bmp,6200,596,119,136554,136935,13508754477678592.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6453(iou_0.00).bmp,6201,383,76,95997,96190,19215958560210944.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6454(iou_0.00).bmp,6202,285,40,13957,13595,2.593681
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6455(iou_0.00).bmp,6203,4483,196,179127,177075,1.145556
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6456(iou_0.00).bmp,6204,561,85,74763,73380,1.849846
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6457(iou_0.00).bmp,6205,576,71,68217,68130,0.127534
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6458(iou_0.00).bmp,6206,480,55,17184,17271,107348369646551040.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6459(iou_0.00).bmp,6207,1764,115,118025,117891,0.113535
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6460(iou_0.00).bmp,6208,1405,119,124519,127063,14814400913342464.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6461(iou_0.00).bmp,6209,1129,78,92767,94903,19885028565581824.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6462(iou_0.00).bmp,6210,143,34,7196,7267,256347201825931264.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6463(iou_0.00).bmp,6211,2608,172,176669,177408,10441415536410624.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6464(iou_0.00).bmp,6212,582,101,163199,163439,11303221125447680.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6465(iou_0.00).bmp,6213,477,81,91302,91306,20204097391034368.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6466(iou_0.00).bmp,6214,529,78,88625,88904,20814380031541248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6467(iou_0.00).bmp,6215,341,46,14178,14315,130108225981775872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6468(iou_0.00).bmp,6216,4566,156,163349,162575,0.473832
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6469(iou_0.00).bmp,6217,186,37,49879,49736,0.286694
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6470(iou_0.00).bmp,6218,494,91,118171,118384,15610212182392832.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6471(iou_0.00).bmp,6219,197,44,39652,39497,0.390901
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6472(iou_0.00).bmp,6220,319,35,13856,14057,133131814238683136.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6473(iou_0.00).bmp,6221,4302,238,186038,185564,0.254787
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6474(iou_0.00).bmp,6222,208,51,35820,35847,51498448880402432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6475(iou_0.00).bmp,6223,201,51,30225,30182,0.142266
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6476(iou_0.00).bmp,6224,204,35,13147,13403,140311436189499392.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6477(iou_0.00).bmp,6225,1764,141,181332,184656,10172911360933888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6478(iou_0.00).bmp,6226,373,47,21986,22452,83902229077032960.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6479(iou_0.00).bmp,6227,556,125,114276,114286,16142272731021312.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6480(iou_0.00).bmp,6228,449,109,90850,90801,0.053935
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6481(iou_0.00).bmp,6229,284,51,16607,17021,111078127836332032.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6482(iou_0.00).bmp,6230,1315,142,187362,188952,9845510298927104.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6483(iou_0.00).bmp,6231,3024,177,180949,183611,10194444179472384.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6484(iou_0.00).bmp,6232,279,63,68948,68990,26754575352463360.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6485(iou_0.00).bmp,6233,253,61,62109,62060,0.078894
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6486(iou_0.00).bmp,6234,220,44,15031,15111,122724661803876352.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6487(iou_0.00).bmp,6235,1117,180,195156,194865,0.149111
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6488(iou_0.00).bmp,6236,511,71,64116,64404,28770890699243520.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6489(iou_0.00).bmp,6237,424,68,53657,53788,34379007738773504.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6490(iou_0.00).bmp,6238,206,31,9549,9473,0.795895
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6491(iou_0.00).bmp,6239,894,234,227504,226592,0.400872
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6492(iou_0.00).bmp,6240,794,199,228774,228706,0.029724
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6493(iou_0.00).bmp,6241,1727,98,120608,120573,0.029020
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6494(iou_0.00).bmp,6242,824,200,228678,228604,0.032360
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6495(iou_0.00).bmp,6243,881,212,231968,231680,0.124155
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6496(iou_0.00).bmp,6244,724,168,237195,236904,0.122684
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6497(iou_0.00).bmp,6245,917,231,228033,227491,0.237685
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6498(iou_0.00).bmp,6246,811,86,99062,97811,1.262846
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6499(iou_0.00).bmp,6247,857,75,122831,123799,15017987731881984.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6500(iou_0.00).bmp,6248,1174,92,90685,91296,20341559966826496.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6501(iou_0.00).bmp,6249,770,176,226381,226991,8148539192377344.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6502(iou_0.00).bmp,6250,809,202,231838,231524,0.135439
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6503(iou_0.00).bmp,6251,1151,90,125212,124517,0.555059
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6504(iou_0.00).bmp,6252,791,214,227565,227054,0.224551
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6505(iou_0.00).bmp,6253,889,212,247220,246891,0.133080
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6506(iou_0.00).bmp,6254,152,38,47491,47303,0.395864
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6507(iou_0.00).bmp,6255,932,85,110160,110754,16745410693431296.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6508(iou_0.00).bmp,6256,2556,156,204945,204933,0.005855
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6509(iou_0.00).bmp,6257,476,101,147952,147485,0.315643
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6510(iou_0.00).bmp,6258,829,206,214388,214183,0.095621
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6511(iou_0.00).bmp,6259,953,241,217806,217791,0.006887
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6512(iou_0.00).bmp,6260,882,215,216109,214866,0.575173
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6513(iou_0.00).bmp,6261,852,83,105164,103511,1.571831
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6514(iou_0.00).bmp,6262,943,88,75306,74879,0.567020
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6515(iou_0.00).bmp,6263,1376,80,82836,84002,22268995260383232.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6516(iou_0.00).bmp,6264,822,207,224531,225184,8215678121148416.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6517(iou_0.00).bmp,6265,799,188,226772,226774,8134489280610304.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6518(iou_0.00).bmp,6266,1169,88,130633,129519,0.852771
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6519(iou_0.00).bmp,6267,848,227,233727,233400,0.139907
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6520(iou_0.00).bmp,6268,850,213,232659,232264,0.169776
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6521(iou_0.00).bmp,6269,196,44,46837,46833,0.008540
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6522(iou_0.00).bmp,6270,562,138,155903,155888,0.009621
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6523(iou_0.00).bmp,6271,756,189,223777,223649,0.057200
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6524(iou_0.00).bmp,6272,1428,161,215362,213500,0.864591
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6525(iou_0.00).bmp,6273,906,94,113889,112177,1.503218
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6526(iou_0.00).bmp,6274,2566,142,131096,130859,0.180784
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6527(iou_0.00).bmp,6275,935,221,224706,224412,0.130838
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6528(iou_0.00).bmp,6276,916,90,106386,106830,17339446546399232.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6529(iou_0.00).bmp,6277,1072,260,228179,227725,0.198967
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6530(iou_0.00).bmp,6278,1929,166,212015,214136,8700678713114624.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6531(iou_0.00).bmp,6279,762,24,46821,45225,3.408727
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6532(iou_0.00).bmp,6280,1118,79,124440,123072,1.099325
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6533(iou_0.00).bmp,6281,893,222,218421,218337,0.038458
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6534(iou_0.00).bmp,6282,712,171,214937,214951,8582395850653696.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6535(iou_0.00).bmp,6283,2343,63,142496,145527,12945446968229888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6536(iou_0.00).bmp,6284,718,31,43325,42453,2.012695
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6538(iou_0.00).bmp,6285,1142,81,126723,125364,1.072418
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6539(iou_0.00).bmp,6286,898,203,214606,214416,0.088534
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6540(iou_0.00).bmp,6287,1398,162,213329,211809,0.712514
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6541(iou_0.00).bmp,6288,218,42,35083,35160,52580291012722688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6542(iou_0.00).bmp,6289,778,197,222628,222642,8285904594534400.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6543(iou_0.00).bmp,6290,862,184,231350,231838,7973522496290816.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6544(iou_0.00).bmp,6291,960,89,76369,76115,0.332596
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6545(iou_0.00).bmp,6292,819,193,224158,224161,8229349002051584.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6546(iou_0.00).bmp,6293,940,95,109703,109835,16815168478511104.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6547(iou_0.00).bmp,6294,2448,141,201453,202035,9156847726493696.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6548(iou_0.00).bmp,6295,895,244,229357,228972,0.167861
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6549(iou_0.00).bmp,6296,1111,257,202037,201479,0.276187
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6550(iou_0.00).bmp,6297,938,133,120350,119378,0.807644
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6551(iou_0.00).bmp,6298,1538,92,104902,105145,17584739644866560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6552(iou_0.00).bmp,6299,1016,232,205780,205263,0.251239
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6553(iou_0.00).bmp,6300,100,23,29527,29509,0.060961
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6554(iou_0.00).bmp,6301,896,223,210024,210075,8783159801937920.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6555(iou_0.00).bmp,6302,522,77,55216,55421,33408330097491968.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6556(iou_0.00).bmp,6303,862,44,48818,47681,2.329059
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6557(iou_0.00).bmp,6304,1585,96,105450,105271,0.169749
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6558(iou_0.00).bmp,6305,653,166,131576,131458,0.089682
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6559(iou_0.00).bmp,6306,216,34,28080,27687,1.399573
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6560(iou_0.00).bmp,6307,974,227,209847,209654,0.091972
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6561(iou_0.00).bmp,6308,957,210,217946,217411,0.245474
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6562(iou_0.00).bmp,6309,1266,269,102411,102279,0.128892
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_6563(iou_0.00).bmp,6310,115,33,48667,48716,37904009805168640.000000
