file,index,original_capa,reduced_capa,증감율,,,평균 용량(byte),,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0214(iou_0.00).bmp,212,15504,1488,0.904024768,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0215(iou_0.00).bmp,213,10304,2152,0.791149068,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0216(iou_0.00).bmp,214,17800,1528,0.914157303,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0217(iou_0.00).bmp,215,13568,2864,0.788915094,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0219(iou_0.00).bmp,216,17176,1264,0.926408943,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0220(iou_0.00).bmp,217,16800,3752,0.776666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0221(iou_0.00).bmp,218,7096,616,0.91319053,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0222(iou_0.00).bmp,219,1592,208,0.869346734,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0223(iou_0.00).bmp,220,280,56,0.8,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0224(iou_0.00).bmp,221,5472,800,0.85380117,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0225(iou_0.00).bmp,222,8328,768,0.90778098,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0226(iou_0.00).bmp,223,8192,440,0.946289063,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0227(iou_0.00).bmp,224,728,120,0.835164835,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0228(iou_0.00).bmp,225,3336,480,0.856115108,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0229(iou_0.00).bmp,226,5592,840,0.849785408,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0230(iou_0.00).bmp,227,4760,536,0.887394958,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0231(iou_0.00).bmp,228,5840,656,0.887671233,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0232(iou_0.00).bmp,229,1384,208,0.849710983,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0233(iou_0.00).bmp,230,18592,1312,0.929432014,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0234(iou_0.00).bmp,231,11320,2528,0.776678445,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0235(iou_0.00).bmp,232,7112,808,0.886389201,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0236(iou_0.00).bmp,233,6080,1448,0.761842105,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0237(iou_0.00).bmp,234,688,216,0.686046512,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0238(iou_0.00).bmp,235,2880,720,0.75,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0240(iou_0.00).bmp,236,5000,968,0.8064,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0241(iou_0.00).bmp,237,9952,1008,0.898713826,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0242(iou_0.00).bmp,238,6072,624,0.897233202,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0243(iou_0.00).bmp,239,14384,968,0.932703003,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0244(iou_0.00).bmp,240,14184,1216,0.9142696,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0245(iou_0.00).bmp,241,7848,1456,0.814475025,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0246(iou_0.00).bmp,242,18656,1688,0.909519726,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0247(iou_0.00).bmp,243,14920,1136,0.92386059,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0248(iou_0.00).bmp,244,10160,1288,0.873228346,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0249(iou_0.00).bmp,245,1448,168,0.883977901,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0250(iou_0.00).bmp,246,1248,168,0.865384615,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0251(iou_0.00).bmp,247,7160,792,0.889385475,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0252(iou_0.00).bmp,248,10352,2256,0.782071097,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0253(iou_0.00).bmp,249,19592,1640,0.916292364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0254(iou_0.00).bmp,250,6736,720,0.893111639,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0255(iou_0.00).bmp,251,4824,448,0.907131012,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0256(iou_0.00).bmp,252,12808,1320,0.896939413,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0257(iou_0.00).bmp,253,5856,424,0.927595628,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0258(iou_0.00).bmp,254,6648,1368,0.794223827,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0259(iou_0.00).bmp,255,19592,4872,0.751327072,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0260(iou_0.00).bmp,256,9208,632,0.931364031,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0261(iou_0.00).bmp,257,16968,2240,0.867986799,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0262(iou_0.00).bmp,258,8968,1408,0.842997324,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0263(iou_0.00).bmp,259,17552,1608,0.908386509,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0264(iou_0.00).bmp,260,19184,920,0.952043369,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0265(iou_0.00).bmp,261,1704,184,0.892018779,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0266(iou_0.00).bmp,262,11520,896,0.922222222,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0267(iou_0.00).bmp,263,7096,984,0.861330327,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0268(iou_0.00).bmp,264,8832,1376,0.844202899,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0269(iou_0.00).bmp,265,18120,4256,0.765121413,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0270(iou_0.00).bmp,266,9264,920,0.900690846,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0271(iou_0.00).bmp,267,15952,2088,0.869107322,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0272(iou_0.00).bmp,268,2448,592,0.758169935,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0273(iou_0.00).bmp,269,4120,440,0.893203883,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0274(iou_0.00).bmp,270,6888,632,0.908246225,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0275(iou_0.00).bmp,271,13296,1280,0.903730445,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0276(iou_0.00).bmp,272,9448,1864,0.802709568,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0277(iou_0.00).bmp,273,2544,336,0.867924528,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0278(iou_0.00).bmp,274,6592,1256,0.809466019,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0279(iou_0.00).bmp,275,15272,1416,0.907281299,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0280(iou_0.00).bmp,276,10856,2264,0.791451732,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0281(iou_0.00).bmp,277,16952,1408,0.916941954,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0282(iou_0.00).bmp,278,13416,2736,0.796064401,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0284(iou_0.00).bmp,279,16856,1216,0.927859516,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0285(iou_0.00).bmp,280,15472,3720,0.759565667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0286(iou_0.00).bmp,281,6960,576,0.917241379,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0287(iou_0.00).bmp,282,1424,152,0.893258427,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0288(iou_0.00).bmp,283,392,56,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0289(iou_0.00).bmp,284,5368,720,0.865871833,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0290(iou_0.00).bmp,285,8232,720,0.912536443,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0291(iou_0.00).bmp,286,8184,520,0.936461388,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0292(iou_0.00).bmp,287,768,112,0.854166667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0293(iou_0.00).bmp,288,3352,456,0.863961814,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0294(iou_0.00).bmp,289,5544,624,0.887445887,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0295(iou_0.00).bmp,290,4648,512,0.889845095,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0296(iou_0.00).bmp,291,5640,552,0.90212766,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0297(iou_0.00).bmp,292,1352,208,0.846153846,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0298(iou_0.00).bmp,293,18096,1400,0.922634836,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0299(iou_0.00).bmp,294,10944,2224,0.796783626,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0300(iou_0.00).bmp,295,7256,920,0.873208379,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0301(iou_0.00).bmp,296,4848,1208,0.750825083,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0302(iou_0.00).bmp,297,2144,512,0.76119403,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0303(iou_0.00).bmp,298,2992,760,0.745989305,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0304(iou_0.00).bmp,299,1808,368,0.796460177,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0305(iou_0.00).bmp,300,3752,848,0.773987207,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0306(iou_0.00).bmp,301,10024,1048,0.895450918,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0307(iou_0.00).bmp,302,5904,696,0.882113821,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0308(iou_0.00).bmp,303,14632,936,0.936030618,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0309(iou_0.00).bmp,304,13856,1288,0.90704388,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0310(iou_0.00).bmp,305,7648,1336,0.825313808,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0311(iou_0.00).bmp,306,17160,1368,0.92027972,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0312(iou_0.00).bmp,307,14760,1168,0.920867209,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0313(iou_0.00).bmp,308,10352,1208,0.883307573,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0314(iou_0.00).bmp,309,1688,200,0.881516588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0315(iou_0.00).bmp,310,1664,224,0.865384615,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0316(iou_0.00).bmp,311,7520,768,0.89787234,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0317(iou_0.00).bmp,312,11896,2640,0.778076664,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0318(iou_0.00).bmp,313,19576,1424,0.927257867,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0319(iou_0.00).bmp,314,6200,728,0.882580645,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0320(iou_0.00).bmp,315,4600,424,0.907826087,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0321(iou_0.00).bmp,316,11432,856,0.925122463,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0322(iou_0.00).bmp,317,5992,560,0.906542056,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0323(iou_0.00).bmp,318,7488,1376,0.816239316,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0324(iou_0.00).bmp,319,9904,2160,0.7819063,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0325(iou_0.00).bmp,320,8816,656,0.925589837,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0326(iou_0.00).bmp,321,18248,2664,0.854011399,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0327(iou_0.00).bmp,322,11168,2424,0.782951289,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0328(iou_0.00).bmp,323,17008,1656,0.902634055,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0329(iou_0.00).bmp,324,19072,984,0.94840604,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0330(iou_0.00).bmp,325,1848,208,0.887445887,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0331(iou_0.00).bmp,326,12024,1056,0.912175649,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0332(iou_0.00).bmp,327,7032,984,0.860068259,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0333(iou_0.00).bmp,328,8680,1416,0.836866359,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0334(iou_0.00).bmp,329,16240,4120,0.746305419,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0335(iou_0.00).bmp,330,8976,928,0.896613191,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0336(iou_0.00).bmp,331,15224,1976,0.87020494,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0337(iou_0.00).bmp,332,1920,448,0.766666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0338(iou_0.00).bmp,333,4560,544,0.880701754,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0339(iou_0.00).bmp,334,7008,632,0.909817352,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0340(iou_0.00).bmp,335,12776,1232,0.903569192,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0341(iou_0.00).bmp,336,9664,2080,0.784768212,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0342(iou_0.00).bmp,337,2520,296,0.882539683,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0343(iou_0.00).bmp,338,4608,696,0.848958333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0344(iou_0.00).bmp,339,15280,1512,0.90104712,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0345(iou_0.00).bmp,340,9808,1960,0.800163132,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0346(iou_0.00).bmp,341,17424,1392,0.920110193,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0347(iou_0.00).bmp,342,15032,3168,0.789249601,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0348(iou_0.00).bmp,343,616,144,0.766233766,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0349(iou_0.00).bmp,344,17120,1176,0.931308411,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0350(iou_0.00).bmp,345,13816,3064,0.778228141,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0351(iou_0.00).bmp,346,7240,600,0.917127072,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0352(iou_0.00).bmp,347,1400,192,0.862857143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0353(iou_0.00).bmp,348,336,48,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0354(iou_0.00).bmp,349,5160,672,0.869767442,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0355(iou_0.00).bmp,350,8448,704,0.916666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0356(iou_0.00).bmp,351,8184,528,0.935483871,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0357(iou_0.00).bmp,352,792,112,0.858585859,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0358(iou_0.00).bmp,353,3088,496,0.839378238,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0359(iou_0.00).bmp,354,5976,808,0.864792503,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0360(iou_0.00).bmp,355,4656,504,0.891752577,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0361(iou_0.00).bmp,356,5920,688,0.883783784,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0362(iou_0.00).bmp,357,1400,216,0.845714286,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0363(iou_0.00).bmp,358,18472,1328,0.928107406,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0364(iou_0.00).bmp,359,11400,2856,0.749473684,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0365(iou_0.00).bmp,360,6784,688,0.898584906,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0366(iou_0.00).bmp,361,2592,608,0.765432099,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0368(iou_0.00).bmp,362,1088,248,0.772058824,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0369(iou_0.00).bmp,363,3872,904,0.766528926,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0370(iou_0.00).bmp,364,2952,464,0.842818428,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0371(iou_0.00).bmp,365,9808,976,0.900489396,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0372(iou_0.00).bmp,366,6264,712,0.88633461,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0373(iou_0.00).bmp,367,14240,1104,0.92247191,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0374(iou_0.00).bmp,368,14256,1232,0.913580247,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0375(iou_0.00).bmp,369,7600,1376,0.818947368,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0376(iou_0.00).bmp,370,16720,1272,0.923923445,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0377(iou_0.00).bmp,371,15024,1336,0.911075612,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0378(iou_0.00).bmp,372,10264,1216,0.88152767,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0379(iou_0.00).bmp,373,1560,136,0.912820513,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0380(iou_0.00).bmp,374,1472,200,0.864130435,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0381(iou_0.00).bmp,375,7792,1032,0.867556468,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0382(iou_0.00).bmp,376,15400,3344,0.782857143,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0383(iou_0.00).bmp,377,19704,1624,0.917580187,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0384(iou_0.00).bmp,378,6728,768,0.885850178,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0385(iou_0.00).bmp,379,4584,464,0.89877836,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0386(iou_0.00).bmp,380,10928,856,0.921669107,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0387(iou_0.00).bmp,381,6008,456,0.924101198,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0388(iou_0.00).bmp,382,6600,1160,0.824242424,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0389(iou_0.00).bmp,383,15824,3672,0.767947422,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0390(iou_0.00).bmp,384,9168,840,0.908376963,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0391(iou_0.00).bmp,385,15920,1928,0.878894472,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0392(iou_0.00).bmp,386,10720,2368,0.779104478,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0393(iou_0.00).bmp,387,16600,1472,0.911325301,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0394(iou_0.00).bmp,388,19232,992,0.948419301,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0395(iou_0.00).bmp,389,1512,216,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0396(iou_0.00).bmp,390,11736,848,0.927743695,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0397(iou_0.00).bmp,391,7064,888,0.874292186,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0398(iou_0.00).bmp,392,8248,1232,0.850630456,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0399(iou_0.00).bmp,393,23200,5624,0.757586207,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0400(iou_0.00).bmp,394,8904,832,0.90655885,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0401(iou_0.00).bmp,395,16000,1888,0.882,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0402(iou_0.00).bmp,396,1872,392,0.790598291,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0403(iou_0.00).bmp,397,4216,408,0.903225806,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0404(iou_0.00).bmp,398,6784,600,0.911556604,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0405(iou_0.00).bmp,399,13000,1160,0.910769231,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0406(iou_0.00).bmp,400,20768,4488,0.783898305,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0407(iou_0.00).bmp,401,2464,256,0.896103896,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0408(iou_0.00).bmp,402,4952,848,0.828756058,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0409(iou_0.00).bmp,403,15848,1528,0.903584048,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0410(iou_0.00).bmp,404,8904,1792,0.798742138,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0411(iou_0.00).bmp,405,17784,1520,0.914529915,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0412(iou_0.00).bmp,406,11240,2600,0.768683274,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0413(iou_0.00).bmp,407,1096,208,0.810218978,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0414(iou_0.00).bmp,408,17600,1168,0.933636364,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0415(iou_0.00).bmp,409,18136,4088,0.774591972,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0416(iou_0.00).bmp,410,7448,648,0.912996778,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0417(iou_0.00).bmp,411,1432,176,0.877094972,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0418(iou_0.00).bmp,412,288,48,0.833333333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0419(iou_0.00).bmp,413,5672,720,0.873060649,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0420(iou_0.00).bmp,414,8256,704,0.914728682,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0421(iou_0.00).bmp,415,8456,488,0.942289499,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0422(iou_0.00).bmp,416,848,144,0.830188679,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0423(iou_0.00).bmp,417,3192,496,0.844611529,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0424(iou_0.00).bmp,418,5096,672,0.868131868,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0425(iou_0.00).bmp,419,4392,448,0.897996357,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0426(iou_0.00).bmp,420,6080,760,0.875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0427(iou_0.00).bmp,421,1224,216,0.823529412,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0428(iou_0.00).bmp,422,18656,1256,0.932675815,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0429(iou_0.00).bmp,423,12480,2704,0.783333333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_0430(iou_0.00).bmp,424,7224,808,0.888150609,,,,,,
