file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5627(iou_0.00).bmp,5380,329,106,86388,85806,0.673705
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5628(iou_0.00).bmp,5381,137,40,13594,13531,0.463440
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5629(iou_0.00).bmp,5382,1216,236,150917,151022,12223105409744896.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5630(iou_0.00).bmp,5383,77,27,31339,31477,58861942676127744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5631(iou_0.00).bmp,5384,290,103,116078,116046,0.027568
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5632(iou_0.00).bmp,5385,90,31,24989,25023,73819458342223872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5633(iou_0.00).bmp,5386,217,59,19471,19424,0.241385
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5634(iou_0.00).bmp,5387,1832,291,188483,188543,9786953788555264.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5635(iou_0.00).bmp,5388,169,61,55374,55168,0.372016
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5636(iou_0.00).bmp,5389,116,46,40011,39874,0.342406
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5637(iou_0.00).bmp,5390,142,48,15332,15090,1.578398
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5638(iou_0.00).bmp,5391,1131,262,188690,187744,0.501351
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5639(iou_0.00).bmp,5392,205,61,21904,21653,1.145909
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5640(iou_0.00).bmp,5393,314,133,112798,112855,16353786985447424.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5641(iou_0.00).bmp,5394,231,98,84691,84352,0.400279
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5642(iou_0.00).bmp,5395,181,57,18415,18323,0.499593
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5643(iou_0.00).bmp,5396,699,215,177812,177338,0.266574
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5644(iou_0.00).bmp,5397,1685,296,178712,178129,0.326223
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5645(iou_0.00).bmp,5398,210,83,49406,49484,37337052647260160.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5646(iou_0.00).bmp,5399,156,72,42678,42472,0.482684
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5647(iou_0.00).bmp,5400,130,41,14152,13826,2.303561
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5648(iou_0.00).bmp,5401,656,235,180391,179955,0.241697
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5649(iou_0.00).bmp,5402,288,93,76642,76451,0.249211
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5650(iou_0.00).bmp,5403,215,67,65556,65490,0.100677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5651(iou_0.00).bmp,5404,129,37,13370,13353,0.127150
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5652(iou_0.00).bmp,5405,178,53,19230,19037,1.003640
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5653(iou_0.00).bmp,5406,1590,310,185082,185043,0.021072
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5654(iou_0.00).bmp,5407,424,119,159319,159448,11578496316866560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5655(iou_0.00).bmp,5408,421,126,132988,133026,13870983429488640.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5656(iou_0.00).bmp,5409,148,38,11108,10986,1.098307
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5657(iou_0.00).bmp,5410,1636,309,185722,185622,0.053844
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5658(iou_0.00).bmp,5411,89,36,29991,29947,0.146711
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5659(iou_0.00).bmp,5412,107,38,26487,26563,69644518202277888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5660(iou_0.00).bmp,5413,66,19,6767,6626,2.083641
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5661(iou_0.00).bmp,5414,1278,231,203188,202776,0.202768
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5662(iou_0.00).bmp,5415,314,104,131683,131663,0.015188
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5663(iou_0.00).bmp,5416,279,89,110988,110961,0.024327
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5664(iou_0.00).bmp,5417,133,39,11051,11075,166923749340217344.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5665(iou_0.00).bmp,5418,456,93,135907,135735,0.126557
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5666(iou_0.00).bmp,5419,64,22,29046,29052,63508723628244992.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5667(iou_0.00).bmp,5420,39,18,20228,20236,91194104293097472.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5668(iou_0.00).bmp,5421,153,63,19570,19188,1.951967
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5669(iou_0.00).bmp,5422,782,240,183684,183476,0.113238
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5670(iou_0.00).bmp,5423,1284,243,149108,149029,0.052982
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5671(iou_0.00).bmp,5424,227,73,116879,117268,15782770009702400.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5672(iou_0.00).bmp,5425,199,60,85654,85970,21536349001613312.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5673(iou_0.00).bmp,5426,198,68,21910,21906,0.018257
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5674(iou_0.00).bmp,5427,1329,285,172446,172691,10697113193152512.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5675(iou_0.00).bmp,5428,178,63,63750,63725,0.039216
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5676(iou_0.00).bmp,5429,134,48,48819,48895,37785992693809152.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5677(iou_0.00).bmp,5430,180,61,24028,23848,0.749126
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5678(iou_0.00).bmp,5431,1073,268,180373,180566,10226998957834240.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5679(iou_0.00).bmp,5432,189,83,73521,73486,0.047605
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5680(iou_0.00).bmp,5433,168,70,50760,50563,0.388101
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5681(iou_0.00).bmp,5434,216,56,18347,18226,0.659508
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5682(iou_0.00).bmp,5435,1781,334,177480,177201,0.157201
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5683(iou_0.00).bmp,5436,378,133,136573,136114,0.336084
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5684(iou_0.00).bmp,5437,251,82,91111,90956,0.170122
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5685(iou_0.00).bmp,5438,149,48,15509,15426,0.535173
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5686(iou_0.00).bmp,5439,1553,319,177901,177755,0.082068
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5687(iou_0.00).bmp,5440,360,91,71838,71700,0.192099
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5688(iou_0.00).bmp,5441,322,91,60632,60492,0.230901
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5689(iou_0.00).bmp,5442,215,62,16539,16518,0.126973
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5690(iou_0.00).bmp,5443,811,161,115686,115395,0.251543
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5691(iou_0.00).bmp,5444,818,192,118573,118251,0.271563
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5692(iou_0.00).bmp,5445,617,151,88455,88109,0.391159
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5693(iou_0.00).bmp,5446,120,42,10952,10767,1.689189
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5694(iou_0.00).bmp,5447,1532,281,185200,184532,0.360691
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5695(iou_0.00).bmp,5448,358,126,172095,171896,0.115634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5696(iou_0.00).bmp,5449,366,111,104685,104902,17621191032307712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5697(iou_0.00).bmp,5450,342,103,87903,87864,0.044367
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5698(iou_0.00).bmp,5451,141,43,13399,13308,0.679155
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5699(iou_0.00).bmp,5452,1378,281,150066,149879,0.124612
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5700(iou_0.00).bmp,5453,80,29,31920,31971,57790550199238656.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5701(iou_0.00).bmp,5454,296,102,118521,118684,15564114298404864.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5702(iou_0.00).bmp,5455,77,30,26258,26210,0.182801
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5703(iou_0.00).bmp,5456,230,59,19178,19218,96187003774697472.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5704(iou_0.00).bmp,5457,1878,362,187098,186924,0.092999
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5705(iou_0.00).bmp,5458,159,61,56356,56147,0.370857
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5706(iou_0.00).bmp,5459,123,49,41092,41083,0.021902
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5707(iou_0.00).bmp,5460,136,47,15548,15258,1.865192
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5708(iou_0.00).bmp,5461,1159,288,186539,185697,0.451380
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5709(iou_0.00).bmp,5462,227,67,22446,22382,0.285129
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5710(iou_0.00).bmp,5463,322,129,116478,116275,0.174282
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5711(iou_0.00).bmp,5464,244,110,87325,87280,0.051532
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5712(iou_0.00).bmp,5465,173,59,18696,18480,1.155327
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5713(iou_0.00).bmp,5466,788,241,173556,173434,0.070294
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5714(iou_0.00).bmp,5467,1646,322,173850,173684,0.095485
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5715(iou_0.00).bmp,5468,170,71,50850,50578,0.534907
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5716(iou_0.00).bmp,5469,186,75,44065,44184,41862573787709440.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5717(iou_0.00).bmp,5470,117,51,14535,14315,1.513588
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5718(iou_0.00).bmp,5471,741,255,179539,179321,0.121422
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5719(iou_0.00).bmp,5472,274,78,76204,76138,0.086610
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5720(iou_0.00).bmp,5473,225,64,67338,67508,27394254896627712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5721(iou_0.00).bmp,5474,135,39,13315,13055,1.952685
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5722(iou_0.00).bmp,5475,179,58,19419,19279,0.720943
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5723(iou_0.00).bmp,5476,1624,283,177154,177619,10412829307830272.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5724(iou_0.00).bmp,5477,443,132,151411,151560,12183225564659712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5725(iou_0.00).bmp,5478,403,111,127665,127556,0.085380
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5726(iou_0.00).bmp,5479,144,38,10735,10569,1.546344
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5727(iou_0.00).bmp,5480,1662,312,178164,178093,0.039851
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5728(iou_0.00).bmp,5481,88,37,28063,28031,0.114029
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5729(iou_0.00).bmp,5482,93,35,24617,24542,0.304668
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5730(iou_0.00).bmp,5483,87,20,6771,6637,1.979028
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5731(iou_0.00).bmp,5484,1256,221,194215,193610,0.311510
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5732(iou_0.00).bmp,5485,286,97,126865,126798,0.052812
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5733(iou_0.00).bmp,5486,223,79,106477,106695,17324627835486208.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5734(iou_0.00).bmp,5487,131,31,10643,10757,173322786754789376.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5735(iou_0.00).bmp,5488,459,81,133332,133154,0.133501
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5736(iou_0.00).bmp,5489,77,27,27526,27493,0.119887
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5737(iou_0.00).bmp,5490,52,17,19183,19054,0.672470
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5738(iou_0.00).bmp,5491,28,9,2299,2331,802381186033778688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5739(iou_0.00).bmp,5492,20,8,1224,1200,1.960784
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5740(iou_0.00).bmp,5493,148,61,19009,18792,1.141564
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5741(iou_0.00).bmp,5494,734,237,177871,177313,0.313711
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5742(iou_0.00).bmp,5495,1178,225,145128,145061,0.046166
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5743(iou_0.00).bmp,5496,180,67,115439,115273,0.143799
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5744(iou_0.00).bmp,5497,193,61,83238,83533,22161444984324096.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5745(iou_0.00).bmp,5498,219,63,21327,20784,2.546068
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5746(iou_0.00).bmp,5499,1301,256,162648,163333,11341512906375168.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5747(iou_0.00).bmp,5500,169,56,61728,61950,29883916441616384.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5748(iou_0.00).bmp,5501,138,51,46507,46516,39664448180322304.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5749(iou_0.00).bmp,5502,179,65,23261,23211,0.214952
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5750(iou_0.00).bmp,5503,1000,248,169116,169319,10907745905541120.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5751(iou_0.00).bmp,5504,191,86,70326,70445,26230333791797248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5752(iou_0.00).bmp,5505,172,64,48557,48346,0.434541
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5753(iou_0.00).bmp,5506,201,54,17450,17348,0.584527
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5754(iou_0.00).bmp,5507,1794,279,168733,168308,0.251877
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5755(iou_0.00).bmp,5508,364,136,130786,130705,0.061933
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5756(iou_0.00).bmp,5509,232,85,87435,86904,0.607308
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5757(iou_0.00).bmp,5510,138,40,14415,14366,0.339924
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5758(iou_0.00).bmp,5511,1567,317,177169,176961,0.117402
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5759(iou_0.00).bmp,5512,357,91,66645,66302,0.514667
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5760(iou_0.00).bmp,5513,303,82,55649,55584,0.116804
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5761(iou_0.00).bmp,5514,210,60,15499,15509,119018929661149184.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5762(iou_0.00).bmp,5515,780,164,109672,109571,0.092093
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5763(iou_0.00).bmp,5516,809,197,109491,109063,0.390900
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5764(iou_0.00).bmp,5517,610,153,83383,82980,0.483312
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5765(iou_0.00).bmp,5518,125,42,10549,10374,1.658925
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5766(iou_0.00).bmp,5519,1521,288,177565,177117,0.252302
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5767(iou_0.00).bmp,5520,327,120,169321,169424,10894539954847744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5768(iou_0.00).bmp,5521,340,107,99429,99458,18552680318238720.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5769(iou_0.00).bmp,5522,345,109,80787,80726,0.075507
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5770(iou_0.00).bmp,5523,138,43,12493,12433,0.480269
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5771(iou_0.00).bmp,5524,1244,254,141275,141235,0.028314
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5772(iou_0.00).bmp,5525,75,28,30029,30046,61429766183452672.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5773(iou_0.00).bmp,5526,288,100,114914,115002,16052651795939328.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5774(iou_0.00).bmp,5527,70,23,23786,23807,77552944563617792.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5775(iou_0.00).bmp,5528,217,59,18381,18359,0.119689
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5776(iou_0.00).bmp,5529,1934,323,176569,176536,0.018690
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5777(iou_0.00).bmp,5530,129,49,52888,52914,34878883949969408.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5778(iou_0.00).bmp,5531,100,42,37521,37349,0.458410
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5779(iou_0.00).bmp,5532,129,45,14405,14110,2.047900
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5780(iou_0.00).bmp,5533,1168,287,177719,176719,0.562686
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5781(iou_0.00).bmp,5534,216,61,21712,21488,1.031687
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5782(iou_0.00).bmp,5535,291,126,105579,105099,0.454636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5783(iou_0.00).bmp,5536,256,108,79359,79005,0.446074
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5784(iou_0.00).bmp,5537,176,56,17469,17324,0.830042
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5785(iou_0.00).bmp,5538,783,238,165760,165227,0.321549
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5786(iou_0.00).bmp,5539,1690,297,169199,168762,0.258276
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5787(iou_0.00).bmp,5540,199,89,46057,45864,0.419046
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5788(iou_0.00).bmp,5541,169,76,39257,38762,1.260922
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5789(iou_0.00).bmp,5542,134,49,13928,13644,2.039058
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5790(iou_0.00).bmp,5543,726,245,169825,169972,10862207441043456.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5791(iou_0.00).bmp,5544,275,83,71058,71021,0.052070
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5792(iou_0.00).bmp,5545,222,64,63222,63084,0.218278
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5793(iou_0.00).bmp,5546,138,34,12547,12418,1.028134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5794(iou_0.00).bmp,5547,167,50,18480,18432,0.259740
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5795(iou_0.00).bmp,5548,1610,283,181429,181862,10167472858595328.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5796(iou_0.00).bmp,5549,441,123,154080,153555,0.340732
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5797(iou_0.00).bmp,5550,383,114,131467,131582,14031463808761856.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5798(iou_0.00).bmp,5551,129,37,10484,10435,0.467379
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5799(iou_0.00).bmp,5552,1656,296,182035,181947,0.048342
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5800(iou_0.00).bmp,5553,98,41,29379,29313,0.224650
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5801(iou_0.00).bmp,5554,85,31,26382,26127,0.966568
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5802(iou_0.00).bmp,5555,70,21,6855,6785,1.021152
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5803(iou_0.00).bmp,5556,1263,218,194019,193674,0.177818
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5804(iou_0.00).bmp,5557,314,107,127140,127218,14509000821309440.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5805(iou_0.00).bmp,5558,253,86,107791,107736,0.051025
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5806(iou_0.00).bmp,5559,124,34,10003,10120,184412117435154432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5807(iou_0.00).bmp,5560,498,89,137994,138031,13367787208572928.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5808(iou_0.00).bmp,5561,98,29,28635,28504,0.457482
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5809(iou_0.00).bmp,5562,54,21,19835,19798,0.186539
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5810(iou_0.00).bmp,5563,29,10,3974,3958,0.402617
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5811(iou_0.00).bmp,5564,18,7,2351,2342,0.382816
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5812(iou_0.00).bmp,5565,149,61,18229,17892,1.848703
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5813(iou_0.00).bmp,5566,740,249,181660,181583,0.042387
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5814(iou_0.00).bmp,5567,1231,232,148666,148509,0.105606
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5815(iou_0.00).bmp,5568,223,84,115815,115989,15927768105615360.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5816(iou_0.00).bmp,5569,199,62,85394,85494,21601920267321344.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5817(iou_0.00).bmp,5570,219,61,21313,20954,1.684418
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5818(iou_0.00).bmp,5571,1309,254,171052,171256,10784290291843072.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5819(iou_0.00).bmp,5572,200,73,62667,62576,0.145212
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5820(iou_0.00).bmp,5573,161,53,47457,47396,0.128537
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5821(iou_0.00).bmp,5574,170,53,22297,22163,0.600978
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5822(iou_0.00).bmp,5575,1032,272,176894,177082,10428134423789568.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5823(iou_0.00).bmp,5576,237,89,72355,72358,25494775545200640.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5824(iou_0.00).bmp,5577,172,69,49748,49400,0.699526
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5825(iou_0.00).bmp,5578,184,48,16147,16070,0.476869
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5826(iou_0.00).bmp,5579,1804,314,179245,178681,0.314653
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5827(iou_0.00).bmp,5580,412,149,133367,133029,0.253436
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5828(iou_0.00).bmp,5581,235,102,89750,89665,0.094708
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5829(iou_0.00).bmp,5582,146,36,14557,14550,0.048087
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5830(iou_0.00).bmp,5583,1542,309,177788,177525,0.147929
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5831(iou_0.00).bmp,5584,369,94,69448,69216,0.334063
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5832(iou_0.00).bmp,5585,342,91,59638,59372,0.446024
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5833(iou_0.00).bmp,5586,199,53,14374,14108,1.850564
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5834(iou_0.00).bmp,5587,783,155,115261,115052,0.181328
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5835(iou_0.00).bmp,5588,776,196,115240,114466,0.671642
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5836(iou_0.00).bmp,5589,613,148,86924,86661,0.302563
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5837(iou_0.00).bmp,5590,118,42,10603,10448,1.461850
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5838(iou_0.00).bmp,5591,1526,273,184882,184228,0.353739
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_5839(iou_0.00).bmp,5592,382,153,169414,169283,0.077325
